timestamp,co2,temperature,humidity,lux,noise_db
2026-07-10T06:20:00,417.8,22.7,49.1,126.5,35.2
2026-07-10T06:25:00,416.4,22.8,49.3,144.3,34.4
2026-07-10T06:30:00,419.7,22.8,49.4,77.2,36.4
2026-07-10T06:35:00,423.5,22.8,49.0,101.6,35.9
2026-07-10T06:40:00,424.7,22.8,49.3,146.3,35.5
2026-07-10T06:45:00,419.5,22.9,49.0,127.4,37.3
2026-07-10T06:50:00,413.1,22.8,48.9,124.0,35.7
2026-07-10T06:55:00,422.5,22.8,48.9,174.2,36.9
2026-07-10T07:00:00,418.8,22.9,48.4,148.6,36.7
2026-07-10T07:05:00,426.3,22.8,48.5,111.4,33.6
2026-07-10T07:10:00,418.0,22.9,48.7,178.5,37.1
2026-07-10T07:15:00,421.5,22.9,48.9,207.8,35.0
2026-07-10T07:20:00,422.1,23.0,49.0,147.7,35.1
2026-07-10T07:25:00,418.9,22.9,49.0,146.1,37.0
2026-07-10T07:30:00,419.9,22.9,48.7,205.4,34.5
2026-07-10T07:35:00,415.1,22.9,49.0,203.2,36.6
2026-07-10T07:40:00,419.7,22.9,48.3,178.3,36.9
2026-07-10T07:45:00,417.6,23.0,48.4,212.3,33.2
2026-07-10T07:50:00,417.1,22.9,48.6,202.8,37.6
2026-07-10T07:55:00,423.1,23.0,48.4,173.9,35.2
2026-07-10T08:00:00,414.7,23.0,48.8,217.9,35.5
2026-07-10T08:05:00,422.3,23.1,48.3,274.4,38.2
2026-07-10T08:10:00,425.1,23.0,48.4,205.4,34.1
2026-07-10T08:15:00,419.4,23.1,48.8,187.9,36.6
2026-07-10T08:20:00,413.2,23.1,48.6,255.2,35.8
2026-07-10T08:25:00,419.5,23.2,48.4,267.5,34.9
2026-07-10T08:30:00,444.5,23.1,48.0,580.3,42.9
2026-07-10T08:35:00,457.1,23.1,47.8,596.5,40.8
2026-07-10T08:40:00,463.4,23.2,47.8,622.4,42.5
2026-07-10T08:45:00,472.2,23.1,47.8,587.7,41.9
2026-07-10T08:50:00,488.2,23.2,47.6,600.9,41.0
2026-07-10T08:55:00,502.6,23.2,48.1,666.8,42.9
2026-07-10T09:00:00,499.6,23.3,47.8,612.2,42.2
2026-07-10T09:05:00,506.3,23.2,48.1,576.4,41.0
2026-07-10T09:10:00,508.0,23.2,47.9,646.8,42.7
2026-07-10T09:15:00,519.5,23.3,47.7,673.9,41.5
2026-07-10T09:20:00,523.9,23.2,47.7,623.9,44.2
2026-07-10T09:25:00,521.6,23.3,47.3,633.8,40.9
2026-07-10T09:30:00,522.5,23.3,47.7,670.3,42.1
2026-07-10T09:35:00,528.2,23.3,47.4,659.5,42.4
2026-07-10T09:40:00,574.8,23.4,47.3,655.7,43.9
2026-07-10T09:45:00,626.9,23.4,47.6,680.1,47.9
2026-07-10T09:50:00,636.8,23.5,47.9,659.4,44.2
2026-07-10T09:55:00,688.4,23.5,48.1,627.9,45.9
2026-07-10T10:00:00,717.5,23.6,48.1,694.3,47.6
2026-07-10T10:05:00,715.5,23.7,48.4,726.5,43.2
2026-07-10T10:10:00,742.1,23.7,48.3,661.2,47.1
2026-07-10T10:15:00,773.3,23.8,48.3,659.4,48.2
2026-07-10T10:20:00,791.2,23.9,47.9,711.2,44.3
2026-07-10T10:25:00,796.2,23.8,47.9,703.5,47.1
2026-07-10T10:30:00,807.6,23.9,47.9,678.0,44.8
2026-07-10T10:35:00,819.6,24.0,48.2,712.3,47.2
2026-07-10T10:40:00,816.1,24.0,48.3,711.0,46.0
2026-07-10T10:45:00,801.1,23.9,48.6,673.9,42.7
2026-07-10T10:50:00,829.6,23.9,48.7,718.6,48.7
2026-07-10T10:55:00,828.5,24.0,48.4,767.0,59.8
2026-07-10T11:00:00,798.4,24.0,48.2,700.3,42.6
2026-07-10T11:05:00,802.6,24.1,47.7,672.6,47.8
2026-07-10T11:10:00,831.2,24.2,48.2,748.1,45.2
2026-07-10T11:15:00,832.2,24.1,47.8,751.0,46.8
2026-07-10T11:20:00,788.0,24.1,47.7,701.0,43.2
2026-07-10T11:25:00,746.0,24.1,47.8,733.6,40.2
2026-07-10T11:30:00,718.9,24.0,47.6,739.8,43.1
2026-07-10T11:35:00,694.6,24.0,47.6,703.7,41.3
2026-07-10T11:40:00,667.0,24.0,47.6,722.1,41.4
2026-07-10T11:45:00,644.9,23.9,47.4,774.5,42.0
2026-07-10T11:50:00,626.8,24.0,47.6,725.8,40.1
2026-07-10T11:55:00,624.8,24.0,47.0,694.0,43.2
2026-07-10T12:00:00,612.4,23.9,46.9,760.3,38.6
2026-07-10T12:05:00,596.4,24.0,47.0,768.6,38.5
2026-07-10T12:10:00,584.9,24.0,46.7,719.7,39.2
2026-07-10T12:15:00,571.2,24.0,46.9,723.9,38.5
2026-07-10T12:20:00,560.2,23.9,46.6,759.0,39.3
2026-07-10T12:25:00,550.0,23.9,46.9,736.5,37.8
2026-07-10T12:30:00,533.5,23.9,47.1,740.0,39.1
2026-07-10T12:35:00,522.1,23.9,46.8,784.7,38.8
2026-07-10T12:40:00,512.5,24.0,46.9,741.9,38.4
2026-07-10T12:45:00,512.9,24.0,46.9,698.5,39.4
2026-07-10T12:50:00,500.3,24.0,46.4,752.7,39.5
2026-07-10T12:55:00,489.9,23.9,46.1,797.2,38.0
2026-07-10T13:00:00,489.1,23.9,46.1,728.1,40.5
2026-07-10T13:05:00,489.1,24.0,45.8,721.5,38.0
2026-07-10T13:10:00,490.8,23.9,46.4,772.0,39.9
2026-07-10T13:15:00,487.2,23.9,46.1,769.2,38.7
2026-07-10T13:20:00,492.0,23.8,46.3,734.5,37.1
2026-07-10T13:25:00,499.6,24.0,46.1,763.5,41.3
2026-07-10T13:30:00,504.6,24.0,46.3,758.9,38.3
2026-07-10T13:35:00,510.7,24.0,46.5,799.3,41.5
2026-07-10T13:40:00,507.3,24.0,46.2,934.3,44.8
2026-07-10T13:45:00,521.1,24.2,46.1,1069.5,40.8
2026-07-10T13:50:00,523.5,24.2,45.6,1087.8,42.8
2026-07-10T13:55:00,528.6,24.4,45.5,1141.9,42.8
2026-07-10T14:00:00,527.0,24.5,45.0,1278.4,40.1
2026-07-10T14:05:00,522.0,24.8,45.3,1352.6,43.2
2026-07-10T14:10:00,528.0,24.8,44.9,961.1,41.0
2026-07-10T14:15:00,534.4,24.8,45.7,967.0,41.7
2026-07-10T14:20:00,537.9,25.0,45.5,1491.3,42.9
2026-07-10T14:25:00,534.5,25.2,45.2,1477.0,39.7
2026-07-10T14:30:00,530.6,25.5,44.7,1527.1,42.4
2026-07-10T14:35:00,537.2,25.6,44.5,1579.1,41.1
2026-07-10T14:40:00,536.8,25.7,44.9,1526.4,40.8
2026-07-10T14:45:00,537.5,25.9,44.1,1468.8,43.3
2026-07-10T14:50:00,533.4,25.8,43.6,1085.7,41.1
2026-07-10T14:55:00,537.5,25.8,44.4,1066.5,42.9
2026-07-10T15:00:00,544.0,25.8,44.3,916.4,42.5
2026-07-10T15:05:00,539.0,25.9,44.3,1349.7,41.4
2026-07-10T15:10:00,535.4,25.9,44.6,1317.7,41.3
2026-07-10T15:15:00,538.8,26.0,44.9,1221.0,41.5
2026-07-10T15:20:00,537.4,26.0,44.5,1145.9,42.4
2026-07-10T15:25:00,541.8,25.9,44.1,1118.7,42.9
2026-07-10T15:30:00,541.3,25.8,44.6,988.5,42.2
2026-07-10T15:35:00,538.5,25.8,44.7,839.5,42.7
2026-07-10T15:40:00,539.1,25.7,44.6,810.5,41.1
2026-07-10T15:45:00,548.0,25.5,44.6,754.2,42.9
2026-07-10T15:50:00,541.3,25.5,44.6,688.5,43.2
2026-07-10T15:55:00,534.4,25.3,45.0,668.7,41.5
2026-07-10T16:00:00,533.3,25.1,45.5,717.4,43.6
2026-07-10T16:05:00,536.5,25.0,45.7,699.0,40.7
2026-07-10T16:10:00,543.5,25.0,46.2,671.0,42.3
2026-07-10T16:15:00,546.6,24.8,45.7,710.4,42.8
2026-07-10T16:20:00,537.0,24.8,45.5,687.2,50.1
2026-07-10T16:25:00,535.8,24.7,46.0,639.7,42.7
2026-07-10T16:30:00,541.5,24.7,45.6,669.1,42.1
2026-07-10T16:35:00,535.1,24.6,45.8,725.3,49.7
2026-07-10T16:40:00,539.6,24.6,45.5,656.9,44.1
2026-07-10T16:45:00,539.0,24.5,45.6,617.5,39.4
2026-07-10T16:50:00,534.8,24.4,45.7,685.6,54.5
2026-07-10T16:55:00,541.5,24.4,46.2,684.7,43.9
2026-07-10T17:00:00,540.7,24.3,46.3,631.8,39.5
2026-07-10T17:05:00,538.9,24.3,46.4,643.6,56.6
2026-07-10T17:10:00,538.7,24.2,46.3,657.4,41.4
2026-07-10T17:15:00,542.0,24.2,46.7,611.8,40.2
2026-07-10T17:20:00,546.9,24.2,46.4,626.0,44.4
2026-07-10T17:25:00,544.6,24.0,46.2,670.3,41.1
2026-07-10T17:30:00,537.2,24.1,46.3,624.4,42.4
2026-07-10T17:35:00,534.2,24.0,46.2,568.6,42.1
2026-07-10T17:40:00,544.3,24.0,46.6,618.2,40.5
2026-07-10T17:45:00,542.9,23.9,46.3,646.3,42.5
2026-07-10T17:50:00,541.0,24.0,46.8,588.2,40.5
2026-07-10T17:55:00,536.6,23.8,47.2,586.7,42.4
2026-07-10T18:00:00,544.4,23.9,47.0,622.9,41.8
2026-07-10T18:05:00,545.4,23.9,46.6,585.9,41.2
2026-07-10T18:10:00,543.6,23.7,46.6,565.2,41.5
2026-07-10T18:15:00,531.9,23.8,46.9,620.1,40.7
2026-07-10T18:20:00,538.4,23.9,46.4,575.6,41.1
2026-07-10T18:25:00,543.3,23.8,46.8,513.3,42.1
2026-07-10T18:30:00,542.1,23.8,46.9,575.0,40.3
2026-07-10T18:35:00,524.9,23.8,46.8,251.8,37.9
2026-07-10T18:40:00,503.1,23.7,47.1,193.1,35.6
2026-07-10T18:45:00,493.7,23.7,47.0,179.4,36.1
2026-07-10T18:50:00,487.1,23.6,47.2,217.8,36.0
2026-07-10T18:55:00,477.5,23.6,47.1,184.8,34.7
2026-07-10T19:00:00,467.7,23.7,46.9,173.0,36.7
2026-07-10T19:05:00,454.1,23.5,46.9,199.4,36.2
2026-07-10T19:10:00,452.1,23.6,46.7,190.4,35.7
2026-07-10T19:15:00,454.2,23.7,47.0,125.6,38.0
2026-07-10T19:20:00,442.3,23.5,47.0,158.5,34.1
2026-07-10T19:25:00,435.1,23.5,47.0,216.9,36.6
2026-07-10T19:30:00,433.5,23.4,47.2,142.5,38.0
2026-07-10T19:35:00,436.3,23.5,47.7,116.1,34.3
2026-07-10T19:40:00,439.7,23.5,47.6,148.3,36.5
2026-07-10T19:45:00,430.7,23.4,47.8,154.6,34.1
2026-07-10T19:50:00,425.8,23.5,47.7,108.3,35.8
2026-07-10T19:55:00,421.9,23.4,47.9,128.2,38.7
2026-07-10T20:00:00,434.5,23.4,47.7,125.4,34.9
2026-07-10T20:05:00,429.6,23.5,47.5,75.8,37.3
2026-07-10T20:10:00,420.3,23.4,47.3,85.1,37.1
2026-07-10T20:15:00,421.4,23.3,47.6,144.3,33.2
2026-07-10T20:20:00,422.9,23.3,47.3,85.9,38.2
2026-07-10T20:25:00,429.5,23.4,47.9,35.8,35.1
2026-07-10T20:30:00,428.3,23.3,47.7,83.2,36.4
2026-07-10T20:35:00,412.9,23.3,48.0,109.1,36.5
2026-07-10T20:40:00,424.8,23.3,48.3,50.2,36.1
2026-07-10T20:45:00,425.4,23.3,48.3,41.9,36.8
2026-07-10T20:50:00,427.2,23.3,48.1,65.8,35.5
2026-07-10T20:55:00,417.4,23.2,48.0,29.9,35.8
2026-07-10T21:00:00,417.1,23.2,47.8,21.5,35.7
2026-07-10T21:05:00,422.5,23.2,48.0,70.5,34.9
2026-07-10T21:10:00,418.7,23.1,48.4,32.4,38.0
2026-07-10T21:15:00,426.3,23.1,48.4,0.0,35.2
2026-07-10T21:20:00,417.4,23.1,48.2,17.7,35.9
2026-07-10T21:25:00,416.6,23.1,48.6,60.3,36.1
2026-07-10T21:30:00,421.8,23.1,48.4,0.0,35.2
2026-07-10T21:35:00,424.0,23.1,48.6,0.2,33.5
2026-07-10T21:40:00,418.7,23.1,48.9,1.2,32.4
2026-07-10T21:45:00,415.0,23.0,48.5,0.1,32.7
2026-07-10T21:50:00,424.3,23.0,48.5,0.3,33.8
2026-07-10T21:55:00,420.1,23.0,48.3,2.0,31.0
2026-07-10T22:00:00,425.8,23.0,47.9,0.7,33.6
2026-07-10T22:05:00,420.8,23.0,48.6,2.2,33.8
2026-07-10T22:10:00,416.2,23.0,48.2,0.6,31.6
2026-07-10T22:15:00,421.6,23.0,48.9,0.5,34.1
2026-07-10T22:20:00,427.0,23.0,48.9,1.8,31.9
2026-07-10T22:25:00,417.1,22.9,49.2,0.9,32.2
2026-07-10T22:30:00,417.7,22.9,49.4,2.3,33.6
2026-07-10T22:35:00,415.8,22.9,49.0,1.2,30.9
2026-07-10T22:40:00,427.6,22.9,48.9,0.0,34.1
2026-07-10T22:45:00,421.9,22.9,49.0,2.1,33.5
2026-07-10T22:50:00,425.8,23.0,48.6,0.2,32.0
2026-07-10T22:55:00,417.6,22.8,48.9,1.5,33.7
2026-07-10T23:00:00,421.1,22.8,48.8,2.5,31.1
2026-07-10T23:05:00,420.7,22.8,49.3,1.6,33.1
2026-07-10T23:10:00,418.2,22.8,49.2,1.9,34.5
2026-07-10T23:15:00,417.1,22.8,49.5,0.4,31.5
2026-07-10T23:20:00,416.6,22.8,49.4,2.9,33.8
2026-07-10T23:25:00,419.8,22.8,49.5,0.4,32.5
2026-07-10T23:30:00,425.9,22.8,49.1,1.0,31.1
2026-07-10T23:35:00,424.8,22.7,49.2,2.7,34.2
2026-07-10T23:40:00,417.5,22.7,49.1,1.2,32.1
2026-07-10T23:45:00,413.4,22.7,49.7,1.6,33.6
2026-07-10T23:50:00,424.8,22.7,49.2,0.4,32.2
2026-07-10T23:55:00,422.7,22.7,49.3,0.5,33.1
